"mall_or_street","mall_or_street_name","merchant_category","merchant_name","address"
"In-Mall & Building","Westgate","RETAIL","L'OCCITANE","3 GATEWAY DRIVE #01-15 SINGAPORE 608532"
"In-Mall & Building","Northpoint City","RETAIL","L'OCCITANE","930 YISHUN AVENUE 2 #01-140 SINGAPORE 768019"
"Street","Kandahar Street","RETAIL","LOLA","40 KANDAHAR STREET SINGAPORE 198895"
"Street","Ann Siang Road","RESTAURANT","LOLLA","22 ANN SIANG ROAD SINGAPORE 069702"
"In-Mall & Building","NEX","RETAIL","LONDON WEIGHT MANAGEMENT (S) PTE. LTD.","23 SERANGOON CENTRAL #B1-71/72 SINGAPORE 556083"
"Street","East Coast Park","RESTAURANT","LONG BEACH UDMC","1202 EAST COAST PARKWAY #01-04 SINGAPORE 449881"
"In-Mall & Building","Junction 8","RESTAURANT","LONG JOHN SILVER","9 BISHAN PLACE #01-19A SINGAPORE 579837"
"In-Mall & Building","Westgate","RESTAURANT","LONG JOHN SILVER","3 GATEWAY DRIVE #B1-10 SINGAPORE 608532"
"In-Mall & Building","Northpoint City","RESTAURANT","LONG JOHN SILVER","930 YISHUN AVENUE 2 #01-14 SINGAPORE 769098"
"Street","Trengganu Street","RETAIL","LONG YAN TAN INTERNATIONAL TEA TRADING","25 TRENGGANU STREET #01-07 SINGAPORE 058476"
"In-Mall & Building","The Arcade","RETAIL","LONGLIFE STATIONERY ","11 COLLYER QUAY #01-10 SINGAPORE 049317"
"Street","Neil Road","RETAIL","LOTUS ON WATER","69 NEIL ROAD SINGAPORE 088899"
"In-Mall & Building","Plaza Singapura","RETAIL","LOVE & BRAVERY","68 ORCHARD ROAD #B1-20 SINGAPORE 238839"
"Street","East Coast Road","RETAIL","LOVING PETS","168 EAST COAST ROAD SINGAPORE 428866"
"In-Mall & Building","Bugis Junction","RETAIL","LOVISA","200 VICTORIA STREET #01-21/21A SINGAPORE 188021"
"In-Mall & Building","Parkway Parade","RETAIL","LOVISA","80 MARINE PARADE ROAD #01-23A SINGAPORE 449269"
"In-Mall & Building","NEX","RETAIL","LOVISA","23 SERANGOON CENTRAL #01-84 SINGAPORE 556083"
"In-Mall & Building","Punggol Waterway Point","RETAIL","LOVISA","83 PUNGGOL CENTRAL #01-08 SINGAPORE 828761"
"Street","Duxton Hill","RESTAURANT","LUCHA LOCO","15 DUXTON HILL SINGAPORE 089598"
"In-Mall & Building","Change Alley","RETAIL","LUCIA","30 RAFFLES PLACE #B1-32 SINGAPORE 048622"
"Street","North Bridge Road","RETAIL","LUCKY STORE","1 NORTH BRIDGE ROAD #01-12 SINGAPORE 179094"
"Street","Gemmill Lane","RESTAURANT","LUKE'S OYSTER BAR & CHOP HOUSE","22 GEMMILL LANE SINGAPORE 069257"
"In-Mall & Building","I12 Katong","RETAIL","LULULEMON","112 EAST COAST ROAD #01-25/26 SINGAPORE 428802"
"Street","Bukit Pasoh Road","RESTAURANT","LUO NIANG NIANG RESTAURANT","23 BUKIT PASOH ROAD #01-00 SINGAPORE 089837"
"In-Mall & Building","Tampines Mall","RETAIL","LUSH","4 TAMPINES CENTRAL 5 #01-34 SINGAPORE 529510"
"In-Mall & Building","Plaza Singapura","RETAIL","LUX BOUTIQUE","68 ORCHARD ROAD #01-61 SINGAPORE 238839"
"In-Mall & Building","NEX","RETAIL","LUX GRANDEUR ","23 SERANGOON CENTRAL #03-19/20 SINGAPORE 556083"
"Street","Joo Chiat Road","RETAIL","LUXE X M ","465C JOO CHIAT ROAD SINGAPORE 427677"
"Street","Arab Street","RETAIL","LUXURY CARPETS ","80 ARAB STREET SINGAPORE 199746"
"In-Mall & Building","Bugis Junction","RETAIL","LVER LA VIE EN ROSE","200 VICTORIA STREET #01-20/36 SINGAPORE 188021"
"In-Mall & Building","The Arcade","RETAIL","LYN S APPAREL","11 COLLYER QUAY #03-07A SINGAPORE 049317"
"Street","Jalan Sultan","RESTAURANT","M A DEEN BIASA","95 JALAN SULTAN #01-01 SINGAPORE 198998"
"In-Mall & Building","Guoco Tower","RESTAURANT","M&T","5 WALLICH STREET #01-12 SINGAPORE 078883"
"Street","Pagoda Street","RETAIL","M.Y REFRESH HAIR LAB","31A PAGODA STREET SINGAPORE 059190"
"Street","Craig Road","RESTAURANT","MA CUISINE","38 CRAIG ROAD SINGAPORE 089676"
"In-Mall & Building","City Gate","RESTAURANT","MA DER KIN KHAO","371 BEACH RD B1-22 CITY GATE SINGAPORE 199597"
"In-Mall & Building","Bugis Junction","RESTAURANT","MA MAISON","200 VICTORIA STREET #02-51 SINGAPORE 188021"
"In-Mall & Building","100AM","RESTAURANT","MA MAISON.KITCHEN","100 TRAS STREET #02-11 SINGAPORE 079027"
"Street","Tanjong Pagar Road","RETAIL","MAAP LAB ","31 TANJONG PAGAR ROAD SINGAPORE 088454"
"In-Mall & Building","Bugis Junction","RETAIL","MAC","200 VICTORIA STREET #01-17 SINGAPORE 188021"
"In-Mall & Building","Bugis Junction","RETAIL","MAD PARFUMEUR","200 VICTORIA STREET #01-K10/K11 SINGAPORE 188021"
"In-Mall & Building","Westgate","RETAIL","MAD PARFUMEUR","3 GATEWAY DRIVE #02-K2 SINGAPORE 608532"
"Street","South Bridge Road","RESTAURANT","MADAM FLOD","47 SOUTH BRIDGE ROAD SINGAPORE 058680"
"Street","Tras Street","RESTAURANT","MADAME","69 TRAS STREET SINGAPORE 079008"
"Street","Haji Lane","RESTAURANT","MADD PIZZA","21 HAJI LANE SINGAPORE 189212"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","MADE IN PARADISE LUXURY","211 HOLLAND AVENUE #03-34 SINGAPORE 278967"
"Street","Ann Siang Road","RETAIL","MADLY GEMS","13 ANN SIANG ROAD #01-01 SINGAPORE 069693"
"Street","Jalan Merah Saga","RESTAURANT","MADRINAA ITALIANO RESTAURANT","44 JALAN MERAH SAGA #01-60 SINGAPORE 278116"
"Street","Neil Road","RESTAURANT","MAG’S WINE KITCHEN ","82 NEIL ROAD #01-01 SINGAPORE 088843"
"In-Mall & Building","100AM","RESTAURANT","MAGURO BROTHERS","100 TRAS STREET #03-K1 SINGAPORE 079027"
"Street","Arab Street","RETAIL","MAHACO IMPEX","107 ARAB STREET SINGAPORE 199748"
"Street","Trengganu Street","RESTAURANT","MAHARANI HERITAGE ","11 TRENGGANU ST #01-01 SINGAPORE 058465"
"In-Mall & Building","Punggol Waterway Point","RETAIL","MAISON BERGER PARIS","83 PUNGGOL CENTRAL #01-K18 SINGAPORE 828761"
"Street","Bugis Mrt Station","RETAIL","MAISON HAIR","191 ROCHOR ROAD #B2-02 SINGAPORE 188476"
"Street","Haji Lane","RETAIL","MAISON SOLEIL","35 HAJI LANE #01-01 SINGAPORE 189228"
"Street","Kandahar Street","RESTAURANT","MAKAN KORYOURI","32 KANDAHAR STREET SINGAPORE 188891"
"In-Mall & Building","New Bahru","RETAIL","MAKE BY GINLEE","46 & 58 KIM YAM RD #02-10 SINGAPORE 239351"
"Street","Syed Alwi Road","RETAIL","MALABAR GOLD & DIAMONDS ","114 SYED ALWI ROAD #01-01 SINGAPORE 207682"
"In-Mall & Building","IMM Building","RESTAURANT","MAMA KLANG ","2 JURONG EAST STREET 21 #01-88 SINGAPORE 609601"
"Street","Keong Saik Road","RESTAURANT","MAMI TAMALES","55 KEONG SAIK ROAD #01-02 SINGAPORE 089158"
"In-Mall & Building","Plaza Singapura","RESTAURANT","MAMMA MIA!","68 ORCHARD ROAD #03-79/83 SINGAPORE 238839"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","MAMMA MIA!","83 PUNGGOL CENTRAL #01-64 SINGAPORE 828761"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","MANGO","10 PAYA LEBAR ROAD #01-08 SINGAPORE 409057"
"In-Mall & Building","Parkway Parade","RETAIL","MANGO","80 MARINE PARADE ROAD #01-88/89/90 SINGAPORE 449269"
"In-Mall & Building","Plaza Singapura","RESTAURANT","MANNA STORY","68 ORCHARD ROAD #B2-22 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RETAIL","MANNEQUEEN","80 MARINE PARADE ROAD #02-58 SINGAPORE 449269"
"Street","Ann Siang Road","RETAIL","MARGO & SMITH","25 ANN SIANG ROAD #02-00 SINGAPORE 069705"
"Street","Jalan Kledek","RETAIL","MARHA SALON","1 JALAN KLEDEK #01-01 SINGAPORE 199257"
"Street","Club Street","RETAIL","MARLO","11 CLUB STREET SINGAPORE 069405"
"Street","Ann Siang Hill","RETAIL","MASON AND SMITH","7 ANN SIANG HILL #01-01 SINGAPORE 069791"
"In-Mall & Building","Bugis+","RETAIL","MATSUI HAIR STUDIO","201 VICTORIA STREET #03-15 SINGAPORE 188067"
"Street","Beach Road","RESTAURANT","MATSUYA DINING","15 BEACH ROAD #01-01 SINGAPORE 189677"
"In-Mall & Building","Holland Road Shopping Centre","RESTAURANT","MAVRX","211 HOLLAND AVENUE #01-K4 SINGAPORE 278967"
"Street","Bussorah Street","RESTAURANT","MAXIM TURISH","69 BUSSORAH STREET SINGAPORE 199482"
"In-Mall & Building","Holland Road Shopping Centre","RETAIL","MAY ART & HAIR STUDIO","211 HOLLAND AVENUE #02-34 SINGAPORE 278967"
"In-Mall & Building","IMM Building","RETAIL","MAYER","2 JURONG EAST ST 21 #02-68 SINGAPORE 609601"
"Street","Club Street","RESTAURANT","MAZZO RESTAURANT & BAR","54/56 CLUB STREET SINGAPORE 069431"
"Street","Tanjong Pagar Road","RESTAURANT","ME CAFE & GAMES","77B TANJONG PAGAR ROAD #3-01 SINGAPORE 088498"
"In-Mall & Building","Duo","RESTAURANT","MEATING PLACE","7 FRASER STREET #01-27 SINGAPORE 189365"
"Street","Telok Ayer Street","RESTAURANT","MEATSMITH","167/169 TELOK AYER STREET SINGAPORE 068620"
"In-Mall & Building","Tanjong Pagar Plaza","RETAIL","MEDIC DRUGSTORE","1 TANJONG PAGAR PLAZA #01-26/27 SINGAPORE 082001"
"In-Mall & Building","Tanjong Pagar Plaza","RETAIL","MEDIC VENTURES ","1 TANJONG PAGAR PLAZA #02-52 SINGAPORE 082001"
"Street","Joo Chiat Road","RESTAURANT","MEGUMI JAPANESE RESTAURANT","443 JOO CHIAT ROAD RISING COURT SINGAPORE 427656"
"In-Mall & Building","Tanjong Pagar Plaza","RESTAURANT","MELLBEN SIGNATURE ","7 TANJONG PAGAR PLAZA #01-105 SINGAPORE 081007"
"In-Mall & Building","Parkway Parade","RETAIL","MELODY STRINGS ART CENTER","80 MARINE PARADE ROAD #17-02 SINGAPORE 449269"
"In-Mall & Building","Bedok Mall","RESTAURANT","MEN DON","311 NEW UPPER CHANGI ROAD #B2-27 SINGAPORE 467360"
"In-Mall & Building","West Mall","RESTAURANT","MEN DON","1 BUKIT BATOK CENTRAL LINK #01-02 SINGAPORE 658713"
"In-Mall & Building","Lot One","RESTAURANT","MEN DON","21 CHOA CHU KANG AVENUE 4 #B1-K16 SINGAPORE 689812"
"In-Mall & Building","Plaza Singapura","RESTAURANT","MENYA KOKORO","68 ORCHARD ROAD #B2-53 SINGAPORE 238839"
"In-Mall & Building","The Arcade","RETAIL","MERCURY MOBILE","11 COLLYER QUAY #01-30 SINGAPORE 049317"
"Street","Club Street","RESTAURANT","MESSINA","1 CLUB STREET SINGAPORE 069400"
"Street","Mohamed Sultan Road","RESTAURANT","META RESTAURANT","9 MOHAMED SULTAN ROAD SINGAPORE 238959"
"Street","Haji Lane","RETAIL","MEYL","25 HAJI LANE SINGAPORE 189218"
"In-Mall & Building","Bugis Junction","RETAIL","MEYSON JEWELLERY ","200 VICTORIA STREET #01-29/30 SINGAPORE 188021"
"In-Mall & Building","Parkway Parade","RETAIL","MEYSON JEWELLERY ","80 MARINE PARADE ROAD #B1-150/151/152 SINGAPORE 449269"
"In-Mall & Building","Bugis Junction","RESTAURANT","MIAM MIAM","200 VICTORIA STREET #02-14 SINGAPORE 188021"
"In-Mall & Building","Westgate","RESTAURANT","MIAM MIAM","3 GATEWAY DRIVE #02-27/29 SINGAPORE 608532"
"In-Mall & Building","IMM Building","RETAIL","MICHAEL KORS","2 JURONG EAST STREET 21 #01-105/125 SINGAPORE 609601"
"In-Mall & Building","IMM Building","RETAIL","MICHAEL KORS MEN","2 JURONG EAST STREET 21 #01-105/125 SINGAPORE 609601"
"Street","Tanjong Pagar Road","RETAIL","MICHAEL TRIO","91 TANJONG PAGAR ROAD SINGAPORE 088512"
"Street","Middle Road","RESTAURANT","MIDDLE CHILD","200 MIDDLE ROAD SINGAPORE 188980"
"Street","Joo Chiat Road","RETAIL","MIDORI MED SPA","140 JOO CHIAT ROAD #01-01 SINGAPORE 427421"
"Street","Upper East Coast Road","RESTAURANT","MIKAWA YAKITORI BAR","81 UPPER EAST COAST ROAD SINGAPORE 455220"
"In-Mall & Building","Junction 8","RESTAURANT","MILAN SHOKUDO","9 BISHAN PLACE #02-34/35/35A SINGAPORE 579837"
"In-Mall & Building","Lot One","RESTAURANT","MILAN SHOKUDO","21 CHOA CHU KANG AVENUE 4 #B1-12/13 SINGAPORE 689812"
"Street","Keong Saik Road","RETAIL","MILLS","30A KEONG SAIK ROAD #02-01 SINGAPORE 089137"
"Street","Telok Ayer Street","RETAIL","MILLYS","186 TELOK AYER STREET SINGAPORE 068632"
"Street","Duxton Road","RETAIL","MIMOSA","58 DUXTON ROAD #01-01 SINGAPORE 089522"
"Street","Mosque Street","RESTAURANT","MIN JIA CHINESE CUISINE","49/50 MOSQUE STREET SINGAPORE 059528"
"Street","Chin Swee Road","RESTAURANT","MING SAN CASUAL JAPANESE","171 CHIN SWEE ROAD #01-03 SINGAPORE 169877"
"Street","Upper Cross Street","RETAIL","MING TAI","34 UPPER CROSS STREET #01-150 SINGAPORE 050034"
"In-Mall & Building","Raffles Xchange","RETAIL","MINISO","5 RAFFLES PLACE #B1-35/36 SINGAPORE 048618"
"In-Mall & Building","The Star Vista","RETAIL","MINISO","1 VISTA EXCHANGE GREEN #01-12/13 SINGAPORE 138617"
"In-Mall & Building","Paya Lebar Quarter","RETAIL","MINISO","10 PAYA LEBAR ROAD #B1-11/12 SINGAPORE 409057"
"In-Mall & Building","Bedok Mall","RETAIL","MINISO","311 NEW UPPER CHANGI ROAD #B2-14 SINGAPORE 467360"
"In-Mall & Building","NEX","RETAIL","MINISO","23 SERANGOON CENTRAL #B2-19/20/21 SINGAPORE 556083"
"In-Mall & Building","Junction 8","RETAIL","MINISO","9 BISHAN PLACE #03-11 SINGAPORE 579837"
"In-Mall & Building","Westgate","RETAIL","MINISO","3 GATEWAY DRIVE #02-09 SINGAPORE 608532"
"In-Mall & Building","Lot One","RETAIL","MINISO","21 CHOA CHU KANG AVENUE 4 #02-11/12 SINGAPORE 689812"
"In-Mall & Building","Northpoint City","RETAIL","MINISO","930 YISHUN AVENUE 2 #B1-143/144/145 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","MINISO","83 PUNGGOL CENTRAL #B2-14 SINGAPORE 828761"
"Street","Syed Alwi Road","RESTAURANT","MINORA CUISINE ","117 SYED ALWI ROAD SINGAPORE 207685"
"In-Mall & Building","Westgate","RETAIL","MIRAGE AESTHETIC","3 GATEWAY DRIVE #03-20 SINGAPORE 608532"
"In-Mall & Building","Icon Village","RESTAURANT","MIRAKU","12 GOPENG STREET #01-01/02/03/04 SINGAPORE 078877"
"In-Mall & Building","Marina Bay Financial Centre","RESTAURANT","MISAKI JAPANESE RESTAURANT","12 MARINA BOULEVARD #01-01 SINGAPORE 018982"
"In-Mall & Building","The Sail - Marina Bay","RESTAURANT","MISS FITZ","6 MARINA BOULEVARD #01-17 SINGAPORE 018985"
"Street","Pekin Street","RESTAURANT","MISS G S GRILL & BAR","44/45 PEKIN STREET SINGAPORE 048774"
"In-Mall & Building","Parkway Parade","RESTAURANT","MISTER DONUT","80 MARINE PARADE ROAD #01-16 SINGAPORE 449269"
"In-Mall & Building","Junction 8","RESTAURANT","MISTER DONUT","9 BISHAN PLACE #02-27A SINGAPORE 579837"
"In-Mall & Building","Northpoint City","RESTAURANT","MISTER DONUT","1 NORTHPOINT DRIVE #B1-152 SINGAPORE 768019"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","MISTER DONUT","83 PUNGGOL CENTRAL #B1-20 SINGAPORE 828761"
"In-Mall & Building","Plaza Singapura","RETAIL","MISTGOLD","68 ORCHARD ROAD #02-24 SINGAPORE 238839"
"Street","Duxton Road","RESTAURANT","MITSU SUSHI BAR","21 DUXTON ROAD SINGAPORE 089487"
"Street","Pagoda Street","RESTAURANT","MIXUE","62 PAGODA STREET SINGAPORE 059221"
"Street","Bugis Village","RESTAURANT","MIXUE","241 VICTORIA STREET SINGAPORE 188030"
"Street","Arab Street","RESTAURANT","MIXUE","110 ARAB STREET SINGAPORE 199806"
"In-Mall & Building","West Mall","RESTAURANT","MIXUE","1 BUKIT BATOK CENTRAL LINK #01-07 SINGAPORE 658713"
"In-Mall & Building","Northpoint City","RESTAURANT","MIXUE","930 YISHUN AVENUE 2 #B1-13 SINGAPORE 769098"
"In-Mall & Building","The Star Vista","RETAIL","MIZ APPARELS","1 VISTA EXCHANGE GREEN #01-25A SINGAPORE 138617"
"In-Mall & Building","Raffles City","RETAIL","MO&CO","252 NORTH BRIDGE ROAD #02-09/10 SINGAPORE 179103"
"In-Mall & Building","Plaza Singapura","RETAIL","MOBILE ART","68 ORCHARD ROAD #B1-K2 SINGAPORE 238839"
"Street","Bugis Street","RETAIL","MOBILETECH.OBERA","3 NEW BUGIS STREET #01-MSV14/05 SINGAPORE 188867"
"Street","Joo Chiat Road","RETAIL","MOBILI BATH AND LIGHT","52 JOO CHIAT ROAD #01-01 SINGAPORE 427374"
"In-Mall & Building","Parkway Parade","RETAIL","MOD.CRYSTALS","80 MARINE PARADE ROAD #B1-07 SINGAPORE 449269"
"In-Mall & Building","Bedok Mall","RETAIL","MODE AESTHETICS","311 NEW UPPER CHANGI ROAD #B2-37 SINGAPORE 467360"
"Street","Beach Road","RETAIL","MODESTE","339 BEACH ROAD SINGAPORE 199566"
"Street","Amoy Street","RESTAURANT","MODU AMY","96 AMOY STREET SINGAPORE 069916"
"In-Mall & Building","Westgate","RETAIL","MOLEY","3 GATEWAY DRIVE #B1-40 SINGAPORE 608532"
"In-Mall & Building","Northpoint City","RETAIL","MOLEY APPARELS","1 NORTHPOINT DRIVE #02-152 SINGAPORE 768019"
"Street","Arab Street","RETAIL","MOLKAN FABRICS","62 ARAB STREET SINGAPORE 199759"
"Street","Trengganu Street","RETAIL","MOMMENTZ DESIGN JEWEL","3 TRENGGANU STREET SINGAPORE 058457"
"Street","North Bridge Road","RESTAURANT","MOMOLATO","723 NORTH BRIDGE ROAD SINGAPORE 198691"
"In-Mall & Building","IMM Building","RETAIL","MONDI LIFESTYLE","2 JURONG EAST STREET 21 #03-25 SINGAPORE 609601"
"In-Mall & Building","The Star Vista","RESTAURANT","MONKI TAIWAN","1 VISTA EXCHANGE GREEN #01-41 SINGAPORE 138617"
"In-Mall & Building","Bugis Junction","RESTAURANT","MONSTER CURRY","200 VICTORIA STREET #B1-04/K24 SINGAPORE 068914"
"In-Mall & Building","NEX","RESTAURANT","MONSTER CURRY","23 SERANGOON CENTRAL #B1-08 SINGAPORE 556083"
"In-Mall & Building","Northpoint City","RESTAURANT","MONSTER CURRY","1 NORTHPOINT DRIVE #B1-102 SINGAPORE 768019"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","MONSTER CURRY","83 PUNGGOL CENTRAL #02-25 SINGAPORE 828761"
"In-Mall & Building","Bugis Junction","RETAIL","MONTIGO","200 VICTORIA STREET #01-K10-02 SINGAPORE 188021"
"In-Mall & Building","Tampines Mall","RETAIL","MONTIGO","4 TAMPINES CENTRAL 5 #03-K2 SINGAPORE 529510"
"In-Mall & Building","Junction 8","RETAIL","MONTIGO","9 BISHAN PLACE #01-K5 SINGAPORE 579837"
"Street","Holland Avenue","RETAIL","MOO MOO KOW & FRIENDS","263 HOLLAND AVENUE SINGAPORE 278987"
"In-Mall & Building","The Arcade","RETAIL","MOONLIGHT JOAILLERIE","11 COLLYER QUAY #03-21 SINGAPORE 049317"
"Street","Amoy Street","RESTAURANT","MOONSTONE","103 AMOY STREET SINGAPORE 069923"
"Street","Stanley Street","RESTAURANT","MORITA UNIGORO","10 STANLEY STREET #01-01 SINGAPORE 068729"
"In-Mall & Building","IMM Building","RETAIL","MORPHOSIS","2 JURONG EAST ST 21 #02-31 SINGAPORE 609601"
"In-Mall & Building","Marina Bay Link Mall","RESTAURANT","MOS BURGER","8A MARINA BOULEVARD #B2-10 SINGAPORE 018984"
"Street","One Fullerton","RESTAURANT","MOS BURGER","1 FULLERTON ROAD #01-10 SINGAPORE 049213"
"In-Mall & Building","100AM","RESTAURANT","MOS BURGER","100 TRAS STREET #01-12 SINGAPORE 079027"
"In-Mall & Building","Holland Xchange","RESTAURANT","MOS BURGER","200 HOLLAND AVENUE #B1-03 SINGAPORE 278995"
"In-Mall & Building","Bedok Mall","RESTAURANT","MOS BURGER","311 NEW UPPER CHANGI ROAD #B2-29 SINGAPORE 467360"
"In-Mall & Building","NEX","RESTAURANT","MOS BURGER","23 SERANGOON CENTRAL #B2-02/03/04 SINGAPORE 556083"
"In-Mall & Building","Northpoint City","RESTAURANT","MOS BURGER","930 YISHUN AVENUE 2 #01-19 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RESTAURANT","MOS BURGER","83 PUNGGOL CENTRAL #B1-K9 SINGAPORE 828761"
"Street","Jalan Kledek","RETAIL","MOTHER DOUGH","3 JALAN KLEDEK SINGAPORE 199259"
"In-Mall & Building","Hong Leong Building","RESTAURANT","MOTHER EARTH CLASSIC","16 RAFFLES QUAY #B1-12 SINGAPORE 048581"
"In-Mall & Building","Plaza Singapura","RETAIL","MOTHERCARE","68 ORCHARD ROAD #03-08 SINGAPORE 238839"
"In-Mall & Building","Parkway Parade","RETAIL","MOTHERCARE","80 MARINE PARADE ROAD #02-34B SINGAPORE 449269"
"In-Mall & Building","Northpoint City","RETAIL","MOTHERCARE","930 YISHUN AVENUE 2 #02-107/108/109/121/122 SINGAPORE 769098"
"Street","Sago Street","RESTAURANT","MOUNT FABER NASI LEMAK","20 SAGO STREET SINGAPORE 059018"
"Street","Temple Street","RESTAURANT","MOUSTACHE BBQ","26 TEMPLE STREET SINGAPORE 058571"
"In-Mall & Building","Plaza Singapura","RETAIL","MOVIE REPLICAS","68 ORCHARD ROAD #07-12B SINGAPORE 238839"
"In-Mall & Building","IMM Building","RETAIL","MR DECOR FURNITURE GALLERY","2 JURONG EAST STREET 21 #03-28/29 SINGAPORE 609601"
"Street","Erskine Road","RESTAURANT","MR KNEADY'S","33 ERSKINE ROAD #01-11 SINGAPORE 069333"
"Street","Haji Lane","RETAIL","MR LIM'S SHOP OF VISUAL TREASURES","8 HAJI LANE #02-01 SINGAPORE 189201"
"In-Mall & Building","Change Alley","RESTAURANT","MR ONIGIRI","30 RAFFLES PLACE #B1-29 SINGAPORE 048622"
"In-Mall & Building","Icon Village","RESTAURANT","MR ONIGIRI","12 GOPENG STREET #01-23 SINGAPORE 078877"
"In-Mall & Building","Funan","RESTAURANT","MR ONIGIRI","107 NORTH BRIDGE ROAD #B2-K09 FUNAN SINGAPORE 179105"
"In-Mall & Building","Northpoint City","RESTAURANT","MR TEH TARIK","930 YISHUN AVENUE 2 #01-03 SINGAPORE 769098"
"Street","Jalan Sultan","RESTAURANT","MR. TRIPLE HOTPOTS","61 JALAN SULTAN #01-01 SINGAPORE 198980"
"Street","Pagoda Street","RESTAURANT","MR. TRIPLE HOTPOTS F&B TECHNOLOGIES","78 PAGODA STREET SINGAPORE 059237"
"Street","Cecil Street","RESTAURANT","MUCHACHOS","182 CECIL STREET #01-01 SINGAPORE 069547"
"Street","Gemmill Lane","RETAIL","MUGUNGHWA BEAUTY","12A GEMMILL LANE SINGAPORE 069252"
"In-Mall & Building","International Plaza","RESTAURANT","MUNI","10 ANSON ROAD #02-28 SINGAPORE 079903"
"Street","Syed Alwi Road","RESTAURANT","MURUGAN IDLI SHOP ","76 SYED ALWI ROAD SINGAPORE 207655"
"Street","Haji Lane","RETAIL","MUSICOLOGY RECORDS","66 HAJI LANE SINGAPORE 189259"
"In-Mall & Building","NEX","RESTAURANT","MUYOO","23 SERANGOON CENTRAL #03-01 SINGAPORE 556083"
"In-Mall & Building","Northpoint City","RESTAURANT","MUYOO","1 NORTHPOINT DRIVE #B2-158/159 SINGAPORE 768019"
"In-Mall & Building","The Woodleigh Mall","RESTAURANT","MY BRIYANI HOUSE","11 BIDADARI PARK DRIVE #01-57 SINGAPORE 367803"
"Street","East Coast Park","RESTAURANT","MY BRIYANI HOUSE","1000 EAST COAST PARKWAY #01-04 SINGAPORE 449876"
"In-Mall & Building","NEX","RETAIL","MY DIGITAL LOCK","23 SERANGOON CENTRAL #04-38 SINGAPORE 556083"
"In-Mall & Building","IMM Building","RETAIL","MY DIGITAL LOCK","2 JURONG EAST STREET 21 #03-16 SINGAPORE 609601"
"In-Mall & Building","Northpoint City","RETAIL","MY DIGITAL LOCK","930 YISHUN AVENUE 2 #02-21 SINGAPORE 769098"
"In-Mall & Building","Punggol Waterway Point","RETAIL","MY DIGITAL LOCK","83 PUNGGOL CENTRAL #B2-13 SINGAPORE 828761"
"Street","Erskine Road","RESTAURANT","MY FAVORITE CAKE SHOP","33 ERSKINE ROAD #01-05 SINGAPORE 069333"
"In-Mall & Building","Tampines Mall","RETAIL","MY HAIRSTYLISTZ","4 TAMPINES CENTRAL 5 #03-10/11 SINGAPORE 529510"
"Street","Temple Street","RETAIL","MY SPA","47A TEMPLE STREET #02 SINGAPORE 058592"
"In-Mall & Building","Marina Bay Link Mall","RETAIL","MYEONGDONG ","8A MARINA BOULEVARD #B2-24 SINGAPORE 018984"
"In-Mall & Building","Lot One","RETAIL","MYEONGDONG HAIR","21 CHOA CHU KANG AVENUE 4 #02-20A SINGAPORE 689812"
"Street","South Bridge Road","RESTAURANT","MYEONGINJIB","80 SOUTH BRIDGE ROAD #01-01 SINGAPORE 058710"
"In-Mall & Building","Plaza Singapura","RESTAURANT","MYEUREKA","68 ORCHARD ROAD #B1-K4 SINGAPORE 238839"
"In-Mall & Building","Bedok Mall","RESTAURANT","MYEUREKA","311 NEW UPPER CHANGI ROAD #B2-K10-02 SINGAPORE 467360"
"In-Mall & Building","Junction 8","RESTAURANT","MYEUREKA","9 BISHAN PLACE #02-KIO-04 SINGAPORE 579837"
"Street","Keong Saik Road","RESTAURANT","MYO IZAKAYA","8 KEONG SAIK ROAD SINGAPORE 089116"
"Street","Beach Road","RETAIL","MYSEAT.SG","15 BEACH ROAD #01-4685 SINGAPORE 190015"
